
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000480                       # Number of seconds simulated (Second)
simTicks                                    479704000                       # Number of ticks simulated (Tick)
finalTick                                   479704000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     12.43                       # Real time elapsed on the host (Second)
hostTickRate                                 38597167                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1875796                       # Number of bytes of host memory used (Byte)
simInsts                                      1758256                       # Number of instructions simulated (Count)
simOps                                        3228176                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   141469                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     259739                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                          954244                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              8.683550                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.115160                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                         310020                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      92                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                        275236                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   611                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              108351                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           217240                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 32                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples             656920                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.418979                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.337996                       # Number of insts issued each cycle (Count)
system.cpu13.dcache.LockedRMWReadReq.avgMshrMissLatency::cpu13.data       605000                       # average LockedRMWReadReq mshr miss latency ((Tick/Count))
system.cpu13.dcache.LockedRMWReadReq.avgMshrMissLatency::total       605000                       # average LockedRMWReadReq mshr miss latency ((Tick/Count))
system.cpu13.dcache.LockedRMWWriteReq.hits::cpu13.data           14                       # number of LockedRMWWriteReq hits (Count)
system.cpu13.dcache.LockedRMWWriteReq.hits::total           14                       # number of LockedRMWWriteReq hits (Count)
system.cpu13.dcache.LockedRMWWriteReq.accesses::cpu13.data           14                       # number of LockedRMWWriteReq accesses(hits+misses) (Count)
system.cpu13.dcache.LockedRMWWriteReq.accesses::total           14                       # number of LockedRMWWriteReq accesses(hits+misses) (Count)
system.cpu13.dcache.ReadReq.hits::cpu13.data        27956                       # number of ReadReq hits (Count)
system.cpu13.dcache.ReadReq.hits::total         27956                       # number of ReadReq hits (Count)
system.cpu13.dcache.ReadReq.misses::cpu13.data         7222                       # number of ReadReq misses (Count)
system.cpu13.dcache.ReadReq.misses::total         7222                       # number of ReadReq misses (Count)
system.cpu13.dcache.ReadReq.missLatency::cpu13.data   1838445500                       # number of ReadReq miss ticks (Tick)
system.cpu13.dcache.ReadReq.missLatency::total   1838445500                       # number of ReadReq miss ticks (Tick)
system.cpu13.dcache.ReadReq.accesses::cpu13.data        35178                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu13.dcache.ReadReq.accesses::total        35178                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu13.dcache.ReadReq.missRate::cpu13.data     0.205299                       # miss rate for ReadReq accesses (Ratio)
system.cpu13.dcache.ReadReq.missRate::total     0.205299                       # miss rate for ReadReq accesses (Ratio)
system.cpu13.dcache.ReadReq.avgMissLatency::cpu13.data 254561.824979                       # average ReadReq miss latency ((Tick/Count))
system.cpu13.dcache.ReadReq.avgMissLatency::total 254561.824979                       # average ReadReq miss latency ((Tick/Count))
system.cpu13.dcache.ReadReq.mshrHits::cpu13.data         5474                       # number of ReadReq MSHR hits (Count)
system.cpu13.dcache.ReadReq.mshrHits::total         5474                       # number of ReadReq MSHR hits (Count)
system.cpu13.dcache.ReadReq.mshrMisses::cpu13.data         1748                       # number of ReadReq MSHR misses (Count)
system.cpu13.dcache.ReadReq.mshrMisses::total         1748                       # number of ReadReq MSHR misses (Count)
system.cpu13.dcache.ReadReq.mshrMissLatency::cpu13.data    457484500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu13.dcache.ReadReq.mshrMissLatency::total    457484500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu13.dcache.ReadReq.mshrMissRate::cpu13.data     0.049690                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu13.dcache.ReadReq.mshrMissRate::total     0.049690                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu13.dcache.ReadReq.avgMshrMissLatency::cpu13.data 261718.821510                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu13.dcache.ReadReq.avgMshrMissLatency::total 261718.821510                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu13.dcache.WriteReq.hits::cpu13.data        12706                       # number of WriteReq hits (Count)
system.cpu13.dcache.WriteReq.hits::total        12706                       # number of WriteReq hits (Count)
system.cpu13.dcache.WriteReq.misses::cpu13.data          541                       # number of WriteReq misses (Count)
system.cpu13.dcache.WriteReq.misses::total          541                       # number of WriteReq misses (Count)
system.cpu13.dcache.WriteReq.missLatency::cpu13.data    154341997                       # number of WriteReq miss ticks (Tick)
system.cpu13.dcache.WriteReq.missLatency::total    154341997                       # number of WriteReq miss ticks (Tick)
system.cpu13.dcache.WriteReq.accesses::cpu13.data        13247                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu13.dcache.WriteReq.accesses::total        13247                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu13.dcache.WriteReq.missRate::cpu13.data     0.040839                       # miss rate for WriteReq accesses (Ratio)
system.cpu13.dcache.WriteReq.missRate::total     0.040839                       # miss rate for WriteReq accesses (Ratio)
system.cpu13.dcache.WriteReq.avgMissLatency::cpu13.data 285290.197782                       # average WriteReq miss latency ((Tick/Count))
system.cpu13.dcache.WriteReq.avgMissLatency::total 285290.197782                       # average WriteReq miss latency ((Tick/Count))
system.cpu13.dcache.WriteReq.mshrHits::cpu13.data            5                       # number of WriteReq MSHR hits (Count)
system.cpu13.dcache.WriteReq.mshrHits::total            5                       # number of WriteReq MSHR hits (Count)
system.cpu13.dcache.WriteReq.mshrMisses::cpu13.data          536                       # number of WriteReq MSHR misses (Count)
system.cpu13.dcache.WriteReq.mshrMisses::total          536                       # number of WriteReq MSHR misses (Count)
system.cpu13.dcache.WriteReq.mshrMissLatency::cpu13.data    152488497                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu13.dcache.WriteReq.mshrMissLatency::total    152488497                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu13.dcache.WriteReq.mshrMissRate::cpu13.data     0.040462                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu13.dcache.WriteReq.mshrMissRate::total     0.040462                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu13.dcache.WriteReq.avgMshrMissLatency::cpu13.data 284493.464552                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu13.dcache.WriteReq.avgMshrMissLatency::total 284493.464552                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu13.dcache.power_state.pwrStateResidencyTicks::UNDEFINED    479704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu13.dcache.tags.tagsInUse         410.390079                       # Average ticks per tags in use ((Tick/Count))
system.cpu13.dcache.tags.totalRefs              42974                       # Total number of references to valid blocks. (Count)
system.cpu13.dcache.tags.sampledRefs             2285                       # Sample count of references to valid blocks. (Count)
system.cpu13.dcache.tags.avgRefs            18.807002                       # Average number of references to valid blocks. ((Count/Count))
system.cpu13.dcache.tags.warmupTick            343500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu13.dcache.tags.occupancies::cpu13.data   410.390079                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu13.dcache.tags.avgOccs::cpu13.data     0.801543                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu13.dcache.tags.avgOccs::total      0.801543                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu13.dcache.tags.occupanciesTaskId::1024          506                       # Occupied blocks per task id (Count)
system.cpu13.dcache.tags.ageTaskId_1024::0           25                       # Occupied blocks per task id, per block age (Count)
system.cpu13.dcache.tags.ageTaskId_1024::1          228                       # Occupied blocks per task id, per block age (Count)
system.cpu13.dcache.tags.ageTaskId_1024::2          253                       # Occupied blocks per task id, per block age (Count)
system.cpu13.dcache.tags.ratioOccsTaskId::1024     0.988281                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu13.dcache.tags.tagAccesses            99191                       # Number of tag accesses (Count)
system.cpu13.dcache.tags.dataAccesses           99191                       # Number of data accesses (Count)
system.cpu13.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    479704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu13.decode.idleCycles                 100480                       # Number of cycles decode is idle (Cycle)
system.cpu13.decode.blockedCycles              505049                       # Number of cycles decode is blocked (Cycle)
system.cpu13.decode.runCycles                   39760                       # Number of cycles decode is running (Cycle)
system.cpu13.decode.unblockCycles                8847                       # Number of cycles decode is unblocking (Cycle)
system.cpu13.decode.squashCycles                 2910                       # Number of cycles decode is squashing (Cycle)
system.cpu13.decode.branchResolved              12661                       # Number of times decode resolved a branch (Count)
system.cpu13.decode.branchMispred                 550                       # Number of times decode detected a branch misprediction (Count)
system.cpu13.decode.decodedInsts               334140                       # Number of instructions handled by decode (Count)
system.cpu13.decode.squashedInsts                2844                       # Number of squashed instructions handled by decode (Count)
system.cpu13.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu13.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu13.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu13.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu13.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu13.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu13.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu13.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED    479704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu13.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu13.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu13.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu13.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu13.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu13.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu13.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu13.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    479704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu13.executeStats0.numInsts            271719                       # Number of executed instructions (Count)
system.cpu13.executeStats0.numNop                   0                       # Number of nop insts executed (Count)
system.cpu13.executeStats0.numBranches          24658                       # Number of branches executed (Count)
system.cpu13.executeStats0.numLoadInsts         42009                       # Number of load instructions executed (Count)
system.cpu13.executeStats0.numStoreInsts        17340                       # Number of stores executed (Count)
system.cpu13.executeStats0.instRate          0.283295                       # Inst execution rate ((Count/Cycle))
system.cpu13.executeStats0.numCCRegReads       138512                       # Number of times the CC registers were read (Count)
system.cpu13.executeStats0.numCCRegWrites        94737                       # Number of times the CC registers were written (Count)
system.cpu13.executeStats0.numFpRegReads        16048                       # Number of times the floating registers were read (Count)
system.cpu13.executeStats0.numFpRegWrites         8844                       # Number of times the floating registers were written (Count)
system.cpu13.executeStats0.numIntRegReads       332031                       # Number of times the integer registers were read (Count)
system.cpu13.executeStats0.numIntRegWrites       196822                       # Number of times the integer registers were written (Count)
system.cpu13.executeStats0.numMemRefs           59349                       # Number of memory refs (Count)
system.cpu13.executeStats0.numMiscRegReads       112435                       # Number of times the Misc registers were read (Count)
system.cpu13.executeStats0.numMiscRegWrites           18                       # Number of times the Misc registers were written (Count)
system.cpu13.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu13.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu13.fetch.predictedBranches            15081                       # Number of branches that fetch has predicted taken (Count)
system.cpu13.fetch.cycles                      541838                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu13.fetch.squashCycles                  6894                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu13.fetch.miscStallCycles                560                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu13.fetch.pendingTrapStallCycles         3884                       # Number of stall cycles due to pending traps (Cycle)
system.cpu13.fetch.cacheLines                   21650                       # Number of cache lines fetched (Count)
system.cpu13.fetch.icacheSquashes                1168                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu13.fetch.nisnDist::samples           657046                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::mean            0.555118                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::stdev           1.912165                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::underflows             0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::0                 598874     91.15%     91.15% # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::1                   3379      0.51%     91.66% # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::2                   3136      0.48%     92.14% # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::3                   3376      0.51%     92.65% # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::4                   4949      0.75%     93.41% # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::5                   3370      0.51%     93.92% # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::6                   4156      0.63%     94.55% # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::7                   3071      0.47%     95.02% # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::8                  32735      4.98%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::overflows              0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::min_value              0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::max_value              8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetch.nisnDist::total             657046                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu13.fetchStats0.numInsts              195556                       # Number of instructions fetched (thread level) (Count)
system.cpu13.fetchStats0.numOps                     0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu13.fetchStats0.fetchRate           0.203887                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu13.fetchStats0.numBranches            36902                       # Number of branches fetched (Count)
system.cpu13.fetchStats0.branchRate          0.038474                       # Number of branch fetches per cycle (Ratio)
system.cpu13.fetchStats0.icacheStallCycles       107317                       # ICache total stall cycles (Cycle)
system.cpu13.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu13.icache.demandHits::cpu13.inst        19899                       # number of demand (read+write) hits (Count)
system.cpu13.icache.demandHits::total           19899                       # number of demand (read+write) hits (Count)
system.cpu13.icache.overallHits::cpu13.inst        19899                       # number of overall hits (Count)
system.cpu13.icache.overallHits::total          19899                       # number of overall hits (Count)
system.cpu13.icache.demandMisses::cpu13.inst         1751                       # number of demand (read+write) misses (Count)
system.cpu13.icache.demandMisses::total          1751                       # number of demand (read+write) misses (Count)
system.cpu13.icache.overallMisses::cpu13.inst         1751                       # number of overall misses (Count)
system.cpu13.icache.overallMisses::total         1751                       # number of overall misses (Count)
system.cpu13.icache.demandMissLatency::cpu13.inst    339923000                       # number of demand (read+write) miss ticks (Tick)
system.cpu13.icache.demandMissLatency::total    339923000                       # number of demand (read+write) miss ticks (Tick)
system.cpu13.icache.overallMissLatency::cpu13.inst    339923000                       # number of overall miss ticks (Tick)
system.cpu13.icache.overallMissLatency::total    339923000                       # number of overall miss ticks (Tick)
system.cpu13.icache.demandAccesses::cpu13.inst        21650                       # number of demand (read+write) accesses (Count)
system.cpu13.icache.demandAccesses::total        21650                       # number of demand (read+write) accesses (Count)
system.cpu13.icache.overallAccesses::cpu13.inst        21650                       # number of overall (read+write) accesses (Count)
system.cpu13.icache.overallAccesses::total        21650                       # number of overall (read+write) accesses (Count)
system.cpu13.icache.demandMissRate::cpu13.inst     0.080878                       # miss rate for demand accesses (Ratio)
system.cpu13.icache.demandMissRate::total     0.080878                       # miss rate for demand accesses (Ratio)
system.cpu13.icache.overallMissRate::cpu13.inst     0.080878                       # miss rate for overall accesses (Ratio)
system.cpu13.icache.overallMissRate::total     0.080878                       # miss rate for overall accesses (Ratio)
system.cpu13.icache.demandAvgMissLatency::cpu13.inst 194130.782410                       # average overall miss latency in ticks ((Tick/Count))
system.cpu13.icache.demandAvgMissLatency::total 194130.782410                       # average overall miss latency in ticks ((Tick/Count))
system.cpu13.icache.overallAvgMissLatency::cpu13.inst 194130.782410                       # average overall miss latency ((Tick/Count))
system.cpu13.icache.overallAvgMissLatency::total 194130.782410                       # average overall miss latency ((Tick/Count))
system.cpu13.icache.blockedCycles::no_mshrs          454                       # number of cycles access was blocked (Cycle)
system.cpu13.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu13.icache.blockedCauses::no_mshrs            2                       # number of times access was blocked (Count)
system.cpu13.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu13.icache.avgBlocked::no_mshrs          227                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu13.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu13.icache.writebacks::writebacks          765                       # number of writebacks (Count)
system.cpu13.icache.writebacks::total             765                       # number of writebacks (Count)
system.cpu13.icache.demandMshrHits::cpu13.inst          484                       # number of demand (read+write) MSHR hits (Count)
system.cpu13.icache.demandMshrHits::total          484                       # number of demand (read+write) MSHR hits (Count)
system.cpu13.icache.overallMshrHits::cpu13.inst          484                       # number of overall MSHR hits (Count)
system.cpu13.icache.overallMshrHits::total          484                       # number of overall MSHR hits (Count)
system.cpu13.icache.demandMshrMisses::cpu13.inst         1267                       # number of demand (read+write) MSHR misses (Count)
system.cpu13.icache.demandMshrMisses::total         1267                       # number of demand (read+write) MSHR misses (Count)
system.cpu13.icache.overallMshrMisses::cpu13.inst         1267                       # number of overall MSHR misses (Count)
system.cpu13.icache.overallMshrMisses::total         1267                       # number of overall MSHR misses (Count)
system.cpu13.icache.demandMshrMissLatency::cpu13.inst    258053000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu13.icache.demandMshrMissLatency::total    258053000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu13.icache.overallMshrMissLatency::cpu13.inst    258053000                       # number of overall MSHR miss ticks (Tick)
system.cpu13.icache.overallMshrMissLatency::total    258053000                       # number of overall MSHR miss ticks (Tick)
system.cpu13.icache.demandMshrMissRate::cpu13.inst     0.058522                       # mshr miss ratio for demand accesses (Ratio)
system.cpu13.icache.demandMshrMissRate::total     0.058522                       # mshr miss ratio for demand accesses (Ratio)
system.cpu13.icache.overallMshrMissRate::cpu13.inst     0.058522                       # mshr miss ratio for overall accesses (Ratio)
system.cpu13.icache.overallMshrMissRate::total     0.058522                       # mshr miss ratio for overall accesses (Ratio)
system.cpu13.icache.demandAvgMshrMissLatency::cpu13.inst 203672.454617                       # average overall mshr miss latency ((Tick/Count))
system.cpu13.icache.demandAvgMshrMissLatency::total 203672.454617                       # average overall mshr miss latency ((Tick/Count))
system.cpu13.icache.overallAvgMshrMissLatency::cpu13.inst 203672.454617                       # average overall mshr miss latency ((Tick/Count))
system.cpu13.icache.overallAvgMshrMissLatency::total 203672.454617                       # average overall mshr miss latency ((Tick/Count))
system.cpu13.icache.replacements                  765                       # number of replacements (Count)
system.cpu13.icache.ReadReq.hits::cpu13.inst        19899                       # number of ReadReq hits (Count)
system.cpu13.icache.ReadReq.hits::total         19899                       # number of ReadReq hits (Count)
system.cpu13.icache.ReadReq.misses::cpu13.inst         1751                       # number of ReadReq misses (Count)
system.cpu13.icache.ReadReq.misses::total         1751                       # number of ReadReq misses (Count)
system.cpu13.icache.ReadReq.missLatency::cpu13.inst    339923000                       # number of ReadReq miss ticks (Tick)
system.cpu13.icache.ReadReq.missLatency::total    339923000                       # number of ReadReq miss ticks (Tick)
system.cpu13.icache.ReadReq.accesses::cpu13.inst        21650                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu13.icache.ReadReq.accesses::total        21650                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu13.icache.ReadReq.missRate::cpu13.inst     0.080878                       # miss rate for ReadReq accesses (Ratio)
system.cpu13.icache.ReadReq.missRate::total     0.080878                       # miss rate for ReadReq accesses (Ratio)
system.cpu13.icache.ReadReq.avgMissLatency::cpu13.inst 194130.782410                       # average ReadReq miss latency ((Tick/Count))
system.cpu13.icache.ReadReq.avgMissLatency::total 194130.782410                       # average ReadReq miss latency ((Tick/Count))
system.cpu13.icache.ReadReq.mshrHits::cpu13.inst          484                       # number of ReadReq MSHR hits (Count)
system.cpu13.icache.ReadReq.mshrHits::total          484                       # number of ReadReq MSHR hits (Count)
system.cpu13.icache.ReadReq.mshrMisses::cpu13.inst         1267                       # number of ReadReq MSHR misses (Count)
system.cpu13.icache.ReadReq.mshrMisses::total         1267                       # number of ReadReq MSHR misses (Count)
system.cpu13.icache.ReadReq.mshrMissLatency::cpu13.inst    258053000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu13.icache.ReadReq.mshrMissLatency::total    258053000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu13.icache.ReadReq.mshrMissRate::cpu13.inst     0.058522                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu13.icache.ReadReq.mshrMissRate::total     0.058522                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu13.icache.ReadReq.avgMshrMissLatency::cpu13.inst 203672.454617                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu13.icache.ReadReq.avgMshrMissLatency::total 203672.454617                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu13.icache.power_state.pwrStateResidencyTicks::UNDEFINED    479704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu13.icache.tags.tagsInUse         422.413584                       # Average ticks per tags in use ((Tick/Count))
system.cpu13.icache.tags.totalRefs              21166                       # Total number of references to valid blocks. (Count)
system.cpu13.icache.tags.sampledRefs             1267                       # Sample count of references to valid blocks. (Count)
system.cpu13.icache.tags.avgRefs            16.705604                       # Average number of references to valid blocks. ((Count/Count))
system.cpu13.icache.tags.warmupTick            137500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu13.icache.tags.occupancies::cpu13.inst   422.413584                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu13.icache.tags.avgOccs::cpu13.inst     0.825027                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu13.icache.tags.avgOccs::total      0.825027                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu13.icache.tags.occupanciesTaskId::1024          501                       # Occupied blocks per task id (Count)
system.cpu13.icache.tags.ageTaskId_1024::0           64                       # Occupied blocks per task id, per block age (Count)
system.cpu13.icache.tags.ageTaskId_1024::1          177                       # Occupied blocks per task id, per block age (Count)
system.cpu13.icache.tags.ageTaskId_1024::2          260                       # Occupied blocks per task id, per block age (Count)
system.cpu13.icache.tags.ratioOccsTaskId::1024     0.978516                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu13.icache.tags.tagAccesses            44567                       # Number of tag accesses (Count)
system.cpu13.icache.tags.dataAccesses           44567                       # Number of data accesses (Count)
system.cpu13.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    479704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu13.iew.idleCycles                         0                       # Number of cycles IEW is idle (Cycle)
system.cpu13.iew.squashCycles                    2910                       # Number of cycles IEW is squashing (Cycle)
system.cpu13.iew.blockCycles                   357478                       # Number of cycles IEW is blocking (Cycle)
system.cpu13.iew.unblockCycles                  10470                       # Number of cycles IEW is unblocking (Cycle)
system.cpu13.iew.dispatchedInsts               310451                       # Number of instructions dispatched to IQ (Count)
system.cpu13.iew.dispSquashedInsts                340                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu13.iew.dispLoadInsts                  42797                       # Number of dispatched load instructions (Count)
system.cpu13.iew.dispStoreInsts                 19501                       # Number of dispatched store instructions (Count)
system.cpu13.iew.dispNonSpecInsts                  43                       # Number of dispatched non-speculative instructions (Count)
system.cpu13.iew.iqFullEvents                    1040                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu13.iew.lsqFullEvents                   8841                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu13.iew.memOrderViolationEvents           88                       # Number of memory order violations (Count)
system.cpu13.iew.predictedTakenIncorrect          548                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu13.iew.predictedNotTakenIncorrect         2565                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu13.iew.branchMispredicts               3113                       # Number of branch mispredicts detected at execute (Count)
system.cpu13.iew.instsToCommit                 266343                       # Cumulative count of insts sent to commit (Count)
system.cpu13.iew.writebackCount                264542                       # Cumulative count of insts written-back (Count)
system.cpu13.iew.producerInst                  197487                       # Number of instructions producing a value (Count)
system.cpu13.iew.consumerInst                  342237                       # Number of instructions consuming a value (Count)
system.cpu13.iew.wbRate                      0.275812                       # Insts written-back per cycle ((Count/Cycle))
system.cpu13.iew.wbFanout                    0.577047                       # Average fanout of values written-back ((Count/Count))
system.cpu13.interrupts.clk_domain.clock         8000                       # Clock period in ticks (Tick)
system.cpu13.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu13.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu13.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu13.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu13.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu13.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu13.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu13.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED    479704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu13.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu13.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
